id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
102643032,2021-12-07 11:31:11,2021-12-07,2021-12-07 04:31:11 +0100,Taipei,5252097,naturalist70662,2021-12-07 04:44:25 +0100,2021-12-07 04:44:53 +0100,casual,,https://www.inaturalist.org/observations/102643032,https://static.inaturalist.org/photos/171627229/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區峰南里,22.6261111111,120.2728666667,,,,,,,,false,gps,gps,白水木,Heliotropium arboreum,tree heliotrope,Plantae,769957
102643252,2021-12-07 11:46:59,2021-12-07,2021-12-07 04:46:59 +0100,Taipei,5252097,naturalist70662,2021-12-07 04:51:24 +0100,2021-12-07 07:35:37 +0100,casual,,https://www.inaturalist.org/observations/102643252,https://static.inaturalist.org/photos/171627651/medium.jpeg,,"",,1,0,true,2,804台灣高雄市鼓山區峰南里,22.6259722222,120.27295,,,,,,,,false,gps,gps,杜虹花,Callicarpa formosana,杜虹花,Plantae,461502
102643453,2021-12-07 11:46:59,2021-12-07,2021-12-07 04:46:59 +0100,Taipei,5252097,naturalist70662,2021-12-07 04:57:14 +0100,2021-12-07 04:57:38 +0100,casual,,https://www.inaturalist.org/observations/102643453,https://static.inaturalist.org/photos/171627922/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區峰南里,22.6259722222,120.27295,,,,,,,,false,gps,gps,白雞油,Fraxinus griffithii,Evergreen tropical ash,Plantae,349253
102966366,2021-12-13 09:16:44,2021-12-13,2021-12-13 02:16:44 +0100,Taipei,5252097,naturalist70662,2021-12-13 02:22:00 +0100,2021-12-14 01:49:20 +0100,casual,,https://www.inaturalist.org/observations/102966366,https://static.inaturalist.org/photos/172231060/medium.jpeg,,"",,1,0,true,2,804台灣高雄市鼓山區興宗里,22.6352659206,120.2774512768,9,,,,9,,open,false,gps,gps,春不老,Ardisia squamulosa,,Plantae,189436
102967620,2021-12-13 09:40:15,2021-12-13,2021-12-13 02:40:15 +0100,Taipei,5252097,naturalist70662,2021-12-13 02:43:13 +0100,2021-12-13 02:43:44 +0100,casual,,https://www.inaturalist.org/observations/102967620,https://static.inaturalist.org/photos/172233193/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6354905818,120.2775434777,8,,,,8,,,false,gps,gps,台灣欒樹,Koelreuteria elegans,Taiwanese Rain Tree,Plantae,164356
102967799,2021-12-13 09:43:52,2021-12-13,2021-12-13 02:43:52 +0100,Taipei,5252097,naturalist70662,2021-12-13 02:45:25 +0100,2021-12-13 04:51:12 +0100,research,,https://www.inaturalist.org/observations/102967799,https://static.inaturalist.org/photos/172233401/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區興宗里,22.6353083154,120.2774241194,8,,,,8,,,false,gps,gps,龍眼,Dimocarpus longan,龍眼,Plantae,191503
102968084,2021-12-13 09:43:52,2021-12-13,2021-12-13 02:43:52 +0100,Taipei,5252097,naturalist70662,2021-12-13 02:50:45 +0100,2021-12-15 03:02:26 +0100,research,,https://www.inaturalist.org/observations/102968084,https://static.inaturalist.org/photos/172233915/medium.jpeg,,"",,2,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6355252403,120.2774851397,9,,,,9,,,false,gps,gps,蟲屎,Melanolepis multiglandulosa,蟲屎,Plantae,471230
102968219,2021-12-13 09:50:11,2021-12-13,2021-12-13 02:50:11 +0100,Taipei,5252097,naturalist70662,2021-12-13 02:54:03 +0100,2021-12-13 02:54:48 +0100,casual,,https://www.inaturalist.org/observations/102968219,https://static.inaturalist.org/photos/172234321/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6354265255,120.2774251252,9,,,,9,,open,false,gps,gps,春不老,Ardisia squamulosa,,Plantae,189436
102968543,2021-12-13 09:54:55,2021-12-13,2021-12-13 02:54:55 +0100,Taipei,5252097,naturalist70662,2021-12-13 02:57:50 +0100,2021-12-13 04:51:15 +0100,research,,https://www.inaturalist.org/observations/102968543,https://static.inaturalist.org/photos/172234735/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區興宗里,22.6354633502,120.277399309,7,,,,7,,,false,gps,gps,白花丹,Plumbago zeylanica,烏面馬,Plantae,126980
102968721,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:00:55 +0100,2021-12-13 03:01:28 +0100,casual,,https://www.inaturalist.org/observations/102968721,https://static.inaturalist.org/photos/172235082/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6354410697,120.2774234489,6,,,,6,,open,false,gps,gps,春不老,Ardisia squamulosa,,Plantae,189436
102968941,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:05:32 +0100,2021-12-14 01:44:05 +0100,research,,https://www.inaturalist.org/observations/102968941,https://static.inaturalist.org/photos/172235530/medium.jpeg,,"",,2,0,false,2,Taiwan,22.69596649,120.2204283761,9,,,,30258,,obscured,true,gps,gps,臺灣鐵線蓮,Clematis formosana,,Plantae,705658
102969078,2021-12-13 10:06:19,2021-12-13,2021-12-13 03:06:19 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:08:53 +0100,2021-12-13 04:51:00 +0100,research,,https://www.inaturalist.org/observations/102969078,https://static.inaturalist.org/photos/172235775/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6355995083,120.2773708105,6,,,,6,,,false,gps,gps,月橘,Murraya paniculata,月橘,Plantae,287316
102969187,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:11:15 +0100,2021-12-13 04:49:50 +0100,research,,https://www.inaturalist.org/observations/102969187,https://static.inaturalist.org/photos/172235990/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6354871779,120.2773946151,5,,,,5,,,false,gps,gps,龍眼,Dimocarpus longan,龍眼,Plantae,191503
102969531,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:14:41 +0100,2021-12-13 03:15:25 +0100,needs_id,,https://www.inaturalist.org/observations/102969531,https://static.inaturalist.org/photos/172236285/medium.jpeg,,"",,0,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6355199796,120.277438201,9,,,,9,,,false,gps,gps,土牛膝,Achyranthes aspera,土牛膝,Plantae,157960
102969923,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:21:16 +0100,2021-12-13 09:18:48 +0100,research,,https://www.inaturalist.org/observations/102969923,https://static.inaturalist.org/photos/172236941/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6354395225,120.2774180844,6,,,,6,,open,false,gps,gps,春不老,Ardisia squamulosa,,Plantae,189436
102970322,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:27:20 +0100,2021-12-15 03:01:57 +0100,research,,https://www.inaturalist.org/observations/102970322,https://static.inaturalist.org/photos/172237530/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6356437597,120.2774811164,8,,,,8,,,false,gps,gps,雞屎藤,Paederia foetida,雞屎藤,Plantae,126581
102970720,2021-12-13 10:28:44,2021-12-13,2021-12-13 03:28:44 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:33:05 +0100,2021-12-13 03:33:40 +0100,needs_id,,https://www.inaturalist.org/observations/102970720,https://static.inaturalist.org/photos/172238203/medium.jpeg,,"",,0,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6356180753,120.2773959562,7,,,,7,,,false,gps,gps,山素英,Jasminum nervosum,山素英,Plantae,502414
102970883,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:36:00 +0100,2021-12-13 03:36:22 +0100,casual,,https://www.inaturalist.org/observations/102970883,https://static.inaturalist.org/photos/172238603/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.635560827,120.2773912624,9,,,,9,,,false,gps,gps,台灣欒樹,Koelreuteria elegans,Taiwanese Rain Tree,Plantae,164356
102971110,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:38:43 +0100,2021-12-13 03:39:14 +0100,casual,,https://www.inaturalist.org/observations/102971110,https://static.inaturalist.org/photos/172238955/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6356211698,120.2773570642,6,,,,6,,,false,gps,gps,洋紫荊,Bauhinia × blakeana,艷紫荊,Plantae,181672
102971310,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:42:20 +0100,2021-12-13 03:42:42 +0100,casual,,https://www.inaturalist.org/observations/102971310,https://static.inaturalist.org/photos/172239432/medium.jpeg,,"",,0,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6356217887,120.2773744985,6,,,,6,,,false,gps,gps,月橘,Murraya paniculata,月橘,Plantae,287316
102971449,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:44:15 +0100,2021-12-13 04:43:47 +0100,research,,https://www.inaturalist.org/observations/102971449,https://static.inaturalist.org/photos/172239665/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6356381896,120.2774475887,8,,,,8,,,false,gps,gps,龍眼,Dimocarpus longan,龍眼,Plantae,191503
102971694,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:49:15 +0100,2021-12-14 01:41:46 +0100,casual,,https://www.inaturalist.org/observations/102971694,https://static.inaturalist.org/photos/172240153/medium.jpeg,,"",,1,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6356573755,120.2774251252,5,,,,5,,open,false,gps,gps,假連翹 金露花,Duranta erecta,金露花,Plantae,162153
102971802,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:51:58 +0100,2021-12-14 02:10:21 +0100,research,,https://www.inaturalist.org/observations/102971802,https://static.inaturalist.org/photos/172240378/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6357093631,120.2775304019,5,,,,5,,,false,gps,gps,土牛膝,Achyranthes aspera,土牛膝,Plantae,157960
102971934,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:54:12 +0100,2021-12-13 03:54:34 +0100,casual,,https://www.inaturalist.org/observations/102971934,https://static.inaturalist.org/photos/172240568/medium.jpeg,,"",,0,0,true,2,Taiwan,22.755073618,120.3325969833,5,,,,30258,,obscured,true,gps,gps,竹柏,Nageia nagi,Asian bayberry,Plantae,135904
102972085,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 03:57:35 +0100,2021-12-13 04:08:45 +0100,research,,https://www.inaturalist.org/observations/102972085,https://static.inaturalist.org/photos/172240899/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6355719673,120.2774710581,8,,,,8,,,false,gps,gps,扛香藤,Mallotus repandus,扛香藤,Plantae,369936
102972350,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:00:59 +0100,2021-12-13 04:35:29 +0100,research,,https://www.inaturalist.org/observations/102972350,https://static.inaturalist.org/photos/172241222/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6356301439,120.2774093673,6,,,,6,,,false,gps,gps,盤龍木,Malaisia scandens,Burnie Vine,Plantae,705655
102972529,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:04:34 +0100,2021-12-13 04:31:21 +0100,research,,https://www.inaturalist.org/observations/102972529,https://static.inaturalist.org/photos/172241616/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.635728549,120.2774371952,7,,,,7,,,false,gps,gps,盤龍木,Malaisia scandens,Burnie Vine,Plantae,705655
102972656,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:07:47 +0100,2021-12-14 01:39:20 +0100,casual,,https://www.inaturalist.org/observations/102972656,https://static.inaturalist.org/photos/172241979/medium.jpeg,,"",,1,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.635719575,120.2774489298,4,,,,4,,open,false,gps,gps,假連翹 金露花,Duranta erecta,金露花,Plantae,162153
102972851,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:11:26 +0100,2021-12-18 09:16:32 +0100,research,,https://www.inaturalist.org/observations/102972851,https://static.inaturalist.org/photos/172242334/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.635672848,120.2774207667,8,,,,8,,,false,gps,gps,蝦鉗菜 (蓮子草 ),Alternanthera sessilis,蝦鉗菜 (蓮子草 ),Plantae,158232
102973020,2021-12-13 11:12:00,2021-12-13,2021-12-13 04:12:00 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:13:53 +0100,2021-12-13 04:29:57 +0100,research,,https://www.inaturalist.org/observations/102973020,https://static.inaturalist.org/photos/172242631/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6358393321,120.2774070203,9,,,,9,,,false,gps,gps,龍眼,Dimocarpus longan,龍眼,Plantae,191503
102973139,2021-12-13 11:14:27,2021-12-13,2021-12-13 04:14:27 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:16:22 +0100,2021-12-13 04:29:22 +0100,research,,https://www.inaturalist.org/observations/102973139,https://static.inaturalist.org/photos/172242878/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.635769087,120.2774392068,4,,,,4,,,false,gps,gps,三角西番蓮,Passiflora suberosa,三角西番蓮,Plantae,129327
102973242,2021-12-13 09:55:56,2021-12-13,2021-12-13 02:55:56 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:18:27 +0100,2021-12-13 04:29:11 +0100,research,,https://www.inaturalist.org/observations/102973242,https://static.inaturalist.org/photos/172243107/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6356827504,120.2775129676,8,,,,8,,,false,gps,gps,盤龍木,Malaisia scandens,Burnie Vine,Plantae,705655
102973787,2021-12-13 11:20:24,2021-12-13,2021-12-13 04:20:24 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:26:37 +0100,2021-12-13 04:33:34 +0100,research,,https://www.inaturalist.org/observations/102973787,https://static.inaturalist.org/photos/172243984/medium.jpeg,,"",,1,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6357167899,120.2774864808,5,,,,5,,,false,gps,gps,竹葉草,Oplismenus compositus,竹葉草,Plantae,165864
102973989,2021-12-13 11:27:38,2021-12-13,2021-12-13 04:27:38 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:30:35 +0100,2021-12-13 04:30:57 +0100,needs_id,,https://www.inaturalist.org/observations/102973989,https://static.inaturalist.org/photos/172244395/medium.jpeg,,"",,0,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.635861303,120.2775387838,8,,,,8,,,false,gps,gps,Twining Glycine,Glycine clandestina,Twining Glycine,Plantae,321122
102974058,2021-12-13 11:31:44,2021-12-13,2021-12-13 04:31:44 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:33:40 +0100,2021-12-14 01:37:12 +0100,casual,,https://www.inaturalist.org/observations/102974058,https://static.inaturalist.org/photos/172244631/medium.jpeg,,"",,1,0,true,2,804台灣高雄市鼓山區萬壽山橋,22.6357300963,120.2774589881,9,,,,9,,open,false,gps,gps,假連翹 金露花,Duranta erecta,金露花,Plantae,162153
102974173,2021-12-13 11:34:18,2021-12-13,2021-12-13 04:34:18 +0100,Taipei,5252097,naturalist70662,2021-12-13 04:36:16 +0100,2021-12-15 03:23:05 +0100,research,,https://www.inaturalist.org/observations/102974173,https://static.inaturalist.org/photos/172244934/medium.jpeg,,"",,2,0,false,2,804台灣高雄市鼓山區萬壽山橋,22.6358105532,120.2775186673,6,,,,6,,,false,gps,gps,蟲屎,Melanolepis multiglandulosa,蟲屎,Plantae,471230
